RegionCode,CountryCode,Year,Population
EU,SWE,1995,8826939
EU,SWE,1996,8840998
EU,SWE,1997,8846062
EU,SWE,1998,8850974
EU,SWE,1999,8857874
EU,SWE,2000,8872109
EU,SWE,2001,8895960
EU,SWE,2002,8924958
EU,SWE,2003,8958229
EU,SWE,2004,8993531
EU,SWE,2005,9029572
EU,SWE,2006,9080505
EU,SWE,2007,9148092
EU,SWE,2008,9219637
EU,SWE,2009,9298515
EU,SWE,2010,9378126
EU,SWE,2011,9449213
EU,SWE,2012,9519374
EU,SWE,2013,9600379
EU,SWE,2014,9696110
EU,CHE,1990,
EU,CHE,1991,6799978
EU,CHE,1992,6875364
EU,CHE,1993,6938265
EU,CHE,1994,6993795
EU,CHE,1995,7040687
EU,CHE,1996,7071850
EU,CHE,1997,7088906
EU,CHE,1998,7110001
EU,CHE,1999,7143991
EU,CHE,2000,7184250
EU,CHE,2001,7229854
EU,CHE,2002,7284753
EU,CHE,2003,7339001
EU,CHE,2004,7389625
EU,CHE,2005,7437115
EU,CHE,2006,7483934
EU,CHE,2007,7551117
EU,CHE,2008,7647675
EU,CHE,2009,7743831
EU,CHE,2010,7824909
EU,CHE,2011,7912398
EU,CHE,2012,7996861
EU,CHE,2013,8089346
EU,CHE,2014,8188649
AS,SYR,1998,15500542
AS,SYR,1999,15901201
AS,SYR,2000,16307654
AS,SYR,2001,16727948
AS,SYR,2002,17164021
AS,SYR,2003,17611356
AS,SYR,2004,18084007
AS,SYR,2005,18583557
AS,SYR,2006,19432009
AS,SYR,2007,20703005
AS,SYR,2008,21474059
AS,SYR,2009,21827220
AS,SYR,2010,22337563
AS,TJK,1990,
AS,TJK,1991,5556306
AS,TJK,1992,5656208
AS,TJK,1993,5717806
AS,TJK,1994,5803993
AS,TJK,1995,5916173
AS,TJK,1996,6035600
AS,TJK,1997,6117069
AS,TJK,1998,6156805
AS,TJK,1999,6189565
AS,TJK,2000,6272998
AS,TJK,2001,6408810
AS,TJK,2002,6541755
AS,TJK,2003,6672492
AS,TJK,2004,6801204
AS,TJK,2005,6929145
AS,THA,1990,
AS,THA,1991,56099865
AS,THA,1992,56939020
AS,THA,1994,58610010
AS,THA,1995,59424834
AS,THA,1996,60211096
AS,THA,1997,60989108
AS,THA,1998,61745217
AS,THA,1999,62442651
AS,THA,2000,63066603
AS,THA,2002,64222580
AS,THA,2003,64776956
AS,THA,2004,65311166
AS,THA,2005,65821360
AS,THA,2006,66319525
AS,THA,2007,66826754
AS,THA,2008,67328239
AS,THA,2009,67813654
AS,THA,2010,68270489
AS,THA,2011,68712846
AS,THA,2012,69157023
AS,THA,2013,69578602
AS,THA,2014,69960943
NAC,TTO,1990,
NAC,TTO,1991,1276224
NAC,TTO,1992,1285502
NAC,TTO,1993,1293974
NAC,TTO,1994,1301393
NAC,TTO,1995,1307822
NAC,TTO,1996,1313434
NAC,TTO,1997,1318171
NAC,TTO,1998,1322572
NAC,TTO,1999,1327063
NAC,TTO,2000,1332203
NAC,TTO,2001,1338567
NAC,TTO,2002,1345964
NAC,TTO,2003,1353548
NAC,TTO,2004,1361172
NAC,TTO,2005,1369075
NAC,TTO,2006,1376919
NAC,TTO,2007,1384861
NAC,TTO,2008,1392803
NAC,TTO,2009,1401191
NAC,TTO,2010,1410296
NAC,TTO,2011,1420020
NAC,TTO,2012,1430377
AS,TUR,2009,72039206
AS,TUR,2010,73142150
AS,TUR,2011,74223629
AS,TUR,2012,75175827
AS,TUR,2013,76147624
AS,TUR,2014,77181884
AS,TKM,1990,
AS,TKM,1991,3821782
AS,TKM,1992,3926369
AS,TKM,1993,4031698
AS,TKM,1994,4133037
AS,TKM,1995,4226623
AS,TKM,1996,4301093
AS,TKM,1997,4363672
AS,TKM,1998,4431517
AS,TKM,1999,4501079
AS,TKM,2000,4569132
AS,TKM,2001,4635094
AS,TKM,2002,4698968
AS,TKM,2003,4758988
AS,TKM,2004,4819792
AS,TKM,2005,4885775
AS,TKM,2006,4954029
AS,TKM,2007,5024894
AS,TKM,2009,5180957
AS,TKM,2010,5267970
AS,TKM,2011,5360811
AS,TKM,2012,5458682
AS,TKM,2013,5560095
AS,TKM,2014,5663152
EU,UKR,1990,
EU,UKR,1991,52000500
EU,UKR,1992,52150400
EU,UKR,1993,52179200
EU,UKR,1994,51921400
EU,UKR,1995,51512800
EU,UKR,1996,51057800
EU,UKR,1997,50594600
EU,UKR,1998,50144500
EU,UKR,1999,49674000
EU,UKR,2000,49176500
EU,UKR,2001,48662400
EU,UKR,2002,48202470
EU,UKR,2003,47812949
EU,UKR,2004,47451626
EU,UKR,2005,47105171
EU,UKR,2006,46787786
EU,UKR,2007,46509355
EU,UKR,2008,46258189
EU,UKR,2009,46053331
EU,UKR,2010,45870741
EU,UKR,2011,45706086
EU,UKR,2012,45593342
EU,UKR,2014,45272155
EU,GBR,1990,
EU,GBR,1991,57424897
EU,GBR,1992,57580402
EU,GBR,1993,57718614
EU,GBR,1994,57865745
EU,GBR,1995,58019030
EU,GBR,1996,58166950
EU,GBR,1997,58316954
EU,GBR,1998,58487141
EU,GBR,1999,58682466
EU,GBR,2000,58892514
EU,GBR,2001,59119673
EU,GBR,2002,59370479
EU,GBR,2003,59647577
EU,GBR,2004,59987905
EU,GBR,2005,60401206
EU,GBR,2006,60846820
EU,GBR,2007,61322463
EU,GBR,2008,61806995
EU,GBR,2009,62276270
EU,GBR,2010,62766365
EU,GBR,2011,63258810
EU,GBR,2012,63700215
EU,GBR,2013,64128273
EU,GBR,2014,64602298
NAC,USA,1990,
NAC,USA,1991,252981000
NAC,USA,1992,256514000
NAC,USA,1993,259919000
NAC,USA,1994,263126000
NAC,USA,1995,266278000
NAC,USA,1996,269394000
NAC,USA,1997,272657000
NAC,USA,1998,275854000
NAC,USA,1999,279040000
NAC,USA,2000,282162411
NAC,USA,2001,284968955
NAC,USA,2002,287625193
NAC,USA,2003,290107933
NAC,USA,2004,292805298
NAC,USA,2005,295516599
NAC,USA,2006,298379912
NAC,USA,2007,301231207
NAC,USA,2008,304093966
NAC,USA,2009,306771529
NAC,USA,2010,309327143
NAC,USA,2011,311583481
NAC,USA,2012,313877662
NAC,USA,2013,316059947
NAC,USA,2014,318386329
CSA,URY,1990,
CSA,URY,1993,3171747
CSA,URY,1994,3189945
CSA,URY,1995,3208300
CSA,URY,1996,3226633
CSA,URY,1997,3245069
CSA,URY,1998,3262683
CSA,URY,1999,3278963
CSA,URY,2000,3292224
CSA,URY,2001,3300939
CSA,URY,2002,3306441
CSA,URY,2003,3310202
CSA,URY,2004,3313801
CSA,URY,2005,3317665
CSA,URY,2006,3322282
CSA,URY,2007,3328651
CSA,URY,2008,3336126
CSA,URY,2009,3344156
CSA,URY,2010,3352651
CSA,URY,2012,3371133
CSA,URY,2013,3381180
CSA,URY,2014,3391662
AS,UZB,1990,
AS,UZB,1991,20952000
AS,UZB,1992,21449000
AS,UZB,1993,21942000
AS,UZB,1994,22377000
AS,UZB,1995,22785000
AS,UZB,1996,23225000
AS,UZB,1997,23667000
AS,UZB,1998,24051000
AS,UZB,1999,24311650
AS,UZB,2000,24650400
AS,UZB,2001,24964450
AS,UZB,2002,25271850
AS,UZB,2003,25567650
AS,UZB,2004,25864350
AS,UZB,2005,26167000
AS,UZB,2009,27767400
AS,UZB,2010,28562400
AS,UZB,2011,29339400
AS,UZB,2012,29774500
AS,UZB,2013,30243200
AS,UZB,2014,30757700
CSA,VEN,1990,
CSA,VEN,1992,20700461
CSA,VEN,1993,21172100
CSA,VEN,1994,21640833
CSA,VEN,1996,22572110
CSA,VEN,1997,23037561
CSA,VEN,1998,23503819
CSA,VEN,1999,23966960
CSA,VEN,2000,24427729
CSA,VEN,2001,24880203
CSA,VEN,2002,25330929
CSA,VEN,2003,25782029
CSA,VEN,2004,26226927
CSA,VEN,2005,26668785
CSA,VEN,2006,27102081
CSA,VEN,2007,27525097
CSA,VEN,2008,27933833
CSA,VEN,2009,28327892
CSA,VEN,2010,28715022
CSA,VEN,2011,29096159
CSA,VEN,2012,29470426
CSA,VEN,2013,29838021
CSA,VEN,2014,30193258
AF,EGY,2004,77522427
AF,EGY,2005,79075310
AF,EGY,2006,80629670
AF,EGY,2007,82218755
AF,EGY,2008,83844783
AS,JOR,2008,6632873
AS,JOR,2009,6780493
AS,JOR,2010,6931258
AS,JOR,2011,7109980
AS,JOR,2012,7211863
CSA,GTM,2013,15043981
CSA,GTM,2014,15306316
AS,ARE,2020,9287289
AS,ARE,2019,9211657
AS,ARE,2018,9140169
CSA,ARG,2020,45376763
CSA,ARG,2019,44938712
CSA,ARG,2018,44494502
CSA,ARG,2017,44044811
CSA,ARG,2016,43590368
CSA,ARG,2015,43131966
AS,ARM,2021,2790974
AS,ARM,2020,2805608
AS,ARM,2019,2820602
AS,ARM,2018,2836557
AS,ARM,2017,2851923
AS,ARM,2016,2865835
AS,ARM,2015,2878595
NAC,ATG,2020,92664
NAC,ATG,2019,92117
NAC,ATG,2018,91626
NAC,ATG,2017,91119
NAC,ATG,2016,90564
NAC,ATG,2015,89941
OA,AUS,2021,25685412
OA,AUS,2020,25649248
OA,AUS,2019,25334826
OA,AUS,2017,24592588
OA,AUS,2016,24190907
OA,AUS,2015,23815995
EU,AUT,2021,8955797
EU,AUT,2020,8916864
EU,AUT,2019,8879920
EU,AUT,2018,8840521
EU,AUT,2017,8797566
EU,AUT,2016,8736668
EU,AUT,2015,8642699
EU,BEL,2018,11427054
EU,BEL,2017,11375158
EU,BEL,2016,11331422
EU,BEL,2015,11274196
EU,BGR,2020,6934015
EU,BGR,2019,6975761
EU,BGR,2018,7025037
EU,BGR,2017,7075947
EU,BGR,2016,7127822
EU,BGR,2015,7177991
EU,BLR,2018,9438785
CSA,BLZ,2016,367313
CSA,BLZ,2015,359871
CSA,BRA,2020,213196304
CSA,BRA,2019,211782878
CSA,BRA,2018,210166592
CSA,BRA,2017,208504960
CSA,BRA,2016,206859578
CSA,BRA,2015,205188205
AS,BRN,2019,438048
AS,BRN,2018,434274
AS,BRN,2017,430276
AS,BRN,2016,425994
AS,BRN,2015,421437
NAC,CAN,2017,36545236
NAC,CAN,2016,36109487
NAC,CAN,2015,35702908
EU,CHE,2020,8638167
EU,CHE,2019,8575280
EU,CHE,2018,8514329
EU,CHE,2017,8451840
EU,CHE,2016,8373338
EU,CHE,2015,8282396
CSA,CHL,2020,19300315
CSA,CHL,2019,19039485
CSA,CHL,2018,18701450
CSA,CHL,2017,18368577
CSA,CHL,2016,18083879
CSA,CHL,2015,17870124
CSA,COL,2020,50930662
CSA,COL,2019,50187406
CSA,COL,2018,49276961
CSA,COL,2017,48351671
CSA,COL,2016,47625955
CSA,COL,2015,47119728
CSA,CRI,2020,5123105
CSA,CRI,2019,5084532
CSA,CRI,2018,5040734
CSA,CRI,2017,4993842
CSA,CRI,2016,4945205
CSA,CRI,2015,4895242
NAC,CUB,2020,11300698
NAC,CUB,2019,11316697
NAC,CUB,2018,11328244
NAC,CUB,2017,11336405
NAC,CUB,2016,11342012
NAC,CUB,2015,11339894
AS,CYP,2020,1237537
AS,CYP,2019,1228836
AS,CYP,2018,1218831
AS,CYP,2017,1208523
AS,CYP,2016,1197881
AS,CYP,2015,1187280
EU,CZE,2021,10505772
EU,CZE,2020,10697858
EU,CZE,2019,10671870
EU,CZE,2018,10629928
EU,CZE,2017,10594438
EU,CZE,2016,10566332
EU,CZE,2015,10546059
EU,DEU,2020,83160871
EU,DEU,2019,83092962
EU,DEU,2018,82905782
EU,DEU,2017,82657002
EU,DEU,2016,82348669
EU,DEU,2015,81686611
NAC,DMA,2020,71995
NAC,DMA,2019,71428
NAC,DMA,2018,70823
NAC,DMA,2017,70403
NAC,DMA,2016,70075
NAC,DMA,2015,70007
EU,DNK,2020,5831404
EU,DNK,2019,5814422
EU,DNK,2018,5793636
EU,DNK,2017,5764980
EU,DNK,2016,5728010
EU,DNK,2015,5683483
NAC,DOM,2018,10765531
NAC,DOM,2017,10647244
NAC,DOM,2016,10527592
NAC,DOM,2015,10405832
CSA,ECU,2021,17797737
CSA,ECU,2020,17588595
CSA,ECU,2019,17343740
CSA,ECU,2018,17015672
CSA,ECU,2017,16696944
CSA,ECU,2016,16439585
CSA,ECU,2015,16195902
AF,EGY,2019,105618671
AF,EGY,2018,103740765
AF,EGY,2017,101789386
AF,EGY,2016,99784030
AF,EGY,2015,97723799
EU,ESP,2021,47415794
EU,ESP,2020,47365655
EU,ESP,2019,47134837
EU,ESP,2018,46797754
EU,ESP,2017,46593236
EU,ESP,2016,46484062
EU,ESP,2015,46444832
EU,EST,2021,1330932
EU,EST,2020,1329522
EU,EST,2019,1326898
EU,EST,2018,1321977
EU,EST,2017,1317384
EU,EST,2016,1315790
EU,EST,2015,1315407
EU,FIN,2020,5529543
EU,FIN,2019,5521606
EU,FIN,2018,5515525
EU,FIN,2017,5508214
EU,FIN,2016,5495303
EU,FIN,2015,5479531
EU,FRA,2017,66918020
EU,FRA,2016,66724104
EU,FRA,2015,66548272
EU,GBR,2020,67081234
EU,GBR,2019,66836327
EU,GBR,2018,66460344
EU,GBR,2017,66058859
EU,GBR,2016,65611593
EU,GBR,2015,65116219
AS,GEO,2021,3708610
AS,GEO,2020,3722716
AS,GEO,2019,3720161
AS,GEO,2018,3726549
AS,GEO,2017,3728004
AS,GEO,2016,3727505
AS,GEO,2015,3725276
NAC,GLP,2016,
NAC,GLP,2015,
EU,GRC,2020,10698599
EU,GRC,2019,10721582
EU,GRC,2018,10732882
EU,GRC,2017,10754679
EU,GRC,2016,10775971
EU,GRC,2015,10820883
NAC,GRD,2021,124610
NAC,GRD,2020,123663
NAC,GRD,2019,122724
NAC,GRD,2018,121838
NAC,GRD,2017,120921
NAC,GRD,2016,119966
NAC,GRD,2015,118980
CSA,GTM,2020,16858333
CSA,GTM,2019,16604026
CSA,GTM,2018,16346950
CSA,GTM,2017,16087418
CSA,GTM,2016,15827690
CSA,GTM,2015,15567419
CSA,GUF,2016,
CSA,GUF,2015,
CSA,GUY,2019,798753
CSA,GUY,2018,785514
CSA,GUY,2017,763252
CSA,GUY,2016,759087
CSA,GUY,2015,755031
AS,HKG,2017,7393200
AS,HKG,2016,7336600
AS,HKG,2015,7291300
EU,HRV,2020,4047680
EU,HRV,2019,4065253
EU,HRV,2017,4124531
EU,HRV,2016,4174349
EU,HRV,2015,4203604
EU,HUN,2019,9771141
EU,HUN,2018,9775564
EU,HUN,2017,9787966
EU,HUN,2016,9814023
EU,HUN,2015,9843028
EU,IRL,2018,4867316
EU,IRL,2015,4701957
AS,IRN,2016,83306231
AS,IRN,2015,81790841
AS,IRQ,2016,38697943
AS,IRQ,2015,37757813
EU,ISL,2020,366463
EU,ISL,2019,360563
EU,ISL,2018,352721
EU,ISL,2017,343400
EU,ISL,2016,335439
EU,ISL,2015,330815
AS,ISR,2020,9215100
AS,ISR,2019,9054000
AS,ISR,2018,8882800
AS,ISR,2017,8713300
AS,ISR,2016,8546000
AS,ISR,2015,8380100
EU,ITA,2019,59729081
EU,ITA,2018,60421760
EU,ITA,2017,60536709
EU,ITA,2016,60627498
EU,ITA,2015,60730582
AS,JOR,2018,10459865
AS,JOR,2017,10215381
AS,JOR,2016,9964656
AS,JOR,2015,9494246
AS,JPN,2020,126261000
AS,JPN,2019,126633000
AS,JPN,2018,126811000
AS,JPN,2017,126972000
AS,JPN,2016,127076000
AS,JPN,2015,127141000
AS,KAZ,2021,19000988
AS,KAZ,2020,18755666
AS,KAZ,2019,18513673
AS,KAZ,2018,18276452
AS,KAZ,2017,18037776
AS,KAZ,2016,17794055
AS,KAZ,2015,17542806
AS,KGZ,2019,6456200
AS,KGZ,2018,6322800
AS,KGZ,2017,6198200
AS,KGZ,2016,6079500
AS,KGZ,2015,5956900
NAC,KNA,2016,47788
NAC,KNA,2015,47790
AS,KOR,2020,51836239
AS,KOR,2019,51764822
AS,KOR,2018,51585058
AS,KOR,2017,51361911
AS,KOR,2016,51217803
AS,KOR,2015,51014947
AS,KWT,2019,4441100
AS,KWT,2018,4317185
AS,KWT,2017,4124904
AS,KWT,2016,4048085
AS,KWT,2015,3908743
AS,LBN,2021,5592631
AS,LBN,2020,5662923
AS,LBN,2019,5781907
NAC,LCA,2020,179237
NAC,LCA,2019,178583
NAC,LCA,2018,177888
NAC,LCA,2017,177163
NAC,LCA,2016,176413
NAC,LCA,2015,175623
EU,LTU,2021,2800839
EU,LTU,2020,2794885
EU,LTU,2019,2794137
EU,LTU,2018,2801543
EU,LTU,2017,2828403
EU,LTU,2016,2868231
EU,LTU,2015,2904910
EU,LUX,2021,640064
EU,LUX,2020,630419
EU,LUX,2019,620001
EU,LUX,2018,607950
EU,LUX,2017,596336
EU,LUX,2016,582014
EU,LUX,2015,569604
EU,LVA,2021,1884490
EU,LVA,2020,1900449
EU,LVA,2019,1913822
EU,LVA,2018,1927174
EU,LVA,2017,1942248
EU,LVA,2016,1959537
EU,LVA,2015,1977527
EU,MDA,2018,2707203
EU,MDA,2017,2755189
EU,MDA,2016,2803186
EU,MDA,2015,2835978
AS,MDV,2019,504508
AS,MDV,2018,489758
AS,MDV,2017,472442
AS,MDV,2016,454252
AS,MDV,2015,435582
CSA,MEX,2020,125998302
CSA,MEX,2019,125085311
CSA,MEX,2018,124013861
CSA,MEX,2017,122839258
CSA,MEX,2016,121519221
CSA,MEX,2015,120149897
EU,MKD,2021,2065092
EU,MKD,2020,2072531
EU,MKD,2019,2076694
EU,MKD,2018,2076217
EU,MKD,2017,2074502
EU,MKD,2016,2072490
EU,MKD,2015,2070226
EU,MLT,2017,467999
EU,MLT,2016,455356
EU,MLT,2015,445053
EU,MNE,2019,622028
EU,MNE,2017,622373
AS,MNG,2021,3347782
AS,MNG,2020,3294335
AS,MNG,2019,3232430
AS,MNG,2018,3163991
AS,MNG,2017,3096030
AS,MNG,2016,3029555
NAC,MTQ,2016,
NAC,MTQ,2015,
AF,MUS,2021,1266334
AF,MUS,2020,1266014
AF,MUS,2019,1265985
AF,MUS,2018,1265577
AF,MUS,2017,1264887
AF,MUS,2016,1263747
AF,MUS,2015,1262879
AS,MYS,2020,33199993
AS,MYS,2019,32804020
AS,MYS,2018,32399271
AS,MYS,2017,31975806
AS,MYS,2016,31526418
AS,MYS,2015,31068833
AS,MYS,2014,30606459
AS,MYS,2013,30134807
AS,MYS,2012,29660212
AS,MYS,2011,29184133
AS,MYS,2010,28717731
AS,MYS,2009,28217204
AS,MYS,2008,27664296
AS,MYS,2007,27092604
AS,MYS,2006,26509413
AS,MYS,2005,25923536
AS,MYS,2004,25333247
AS,MYS,2003,24739411
AS,MYS,2002,24142445
AS,MYS,2001,23542517
AS,MYS,2000,22945150
AF,MYT,2016,
AF,MYT,2015,
CSA,NIC,2020,6755895
CSA,NIC,2019,6663924
CSA,NIC,2018,6572233
CSA,NIC,2017,6480532
CSA,NIC,2016,6389235
CSA,NIC,2015,6298598
EU,NLD,2020,17441500
EU,NLD,2019,17344874
EU,NLD,2018,17231624
EU,NLD,2017,17131296
EU,NLD,2016,17030314
EU,NLD,2015,16939923
EU,NOR,2016,5234519
EU,NOR,2015,5188607
OA,NZL,2016,4714100
OA,NZL,2015,4609400
AS,OMN,2021,4520471
AS,OMN,2020,4543399
AS,OMN,2019,4602768
AS,OMN,2018,4601157
AS,OMN,2017,4541854
AS,OMN,2016,4398070
AS,OMN,2014,4009267
AS,OMN,2010,2881914
AS,OMN,2009,2697537
CSA,PAN,2019,4232532
CSA,PAN,2018,4165255
CSA,PAN,2017,4096063
CSA,PAN,2016,4026336
CSA,PAN,2015,3957099
CSA,PER,2020,33304756
CSA,PER,2019,32824861
CSA,PER,2018,32203944
CSA,PER,2017,31605486
CSA,PER,2016,31132779
CSA,PER,2015,30711863
AS,PHL,2019,110380804
AS,PHL,2018,108568836
AS,PHL,2017,106738501
AS,PHL,2016,104875266
EU,POL,2020,37899070
EU,POL,2019,37965475
EU,POL,2018,37974750
EU,POL,2017,37974826
EU,POL,2016,37970087
EU,POL,2015,37986412
NAC,PRI,2017,3325286
NAC,PRI,2016,3406672
NAC,PRI,2015,3473232
EU,PRT,2019,10286263
EU,PRT,2018,10283822
EU,PRT,2017,10300300
EU,PRT,2016,10325452
EU,PRT,2015,10358076
CSA,PRY,2020,6618695
CSA,PRY,2019,6530026
CSA,PRY,2018,6443328
CSA,PRY,2017,6355404
CSA,PRY,2016,6266615
CSA,PRY,2015,6177950
AS,QAT,2021,2688235
AS,QAT,2020,2760385
AS,QAT,2019,2807235
AS,QAT,2017,2711755
AS,QAT,2016,2595166
AS,QAT,2015,2414573
AS,QAT,2014,2214465
AS,QAT,2013,2035501
AS,QAT,2012,1905660
AS,QAT,2011,1804171
AS,QAT,2010,1713504
AS,QAT,2009,1610274
AS,QAT,2008,1444277
AS,QAT,2007,1231893
AS,QAT,2006,1015060
AS,QAT,2005,848710
AS,QAT,2004,777943
AS,QAT,2001,678831
AS,QAT,1995,515133
AF,REU,2016,
AF,REU,2015,
EU,ROU,2019,19371648
EU,ROU,2018,19473970
EU,ROU,2017,19588715
EU,ROU,2016,19702267
EU,ROU,2015,19815616
EU,RUS,2019,144406261
EU,RUS,2018,144477859
EU,RUS,2017,144496739
EU,RUS,2016,144342397
EU,RUS,2015,144096870
AS,SGP,2020,5685807
AS,SGP,2019,5703569
AS,SGP,2018,5638676
AS,SGP,2017,5612253
AS,SGP,2016,5607283
AS,SGP,2015,5535002
CSA,SLV,2018,6276342
CSA,SLV,2017,6266654
CSA,SLV,2016,6250510
CSA,SLV,2015,6231066
EU,SRB,2021,6834326
EU,SRB,2020,6899126
EU,SRB,2019,6945235
EU,SRB,2018,6982604
EU,SRB,2017,7020858
EU,SRB,2016,7058322
EU,SRB,2015,7095383
EU,SVK,2019,5454147
EU,SVK,2018,5446771
EU,SVK,2017,5439232
EU,SVK,2016,5430798
EU,SVN,2020,2102419
EU,SVN,2019,2088385
EU,SVN,2018,2073894
EU,SVN,2017,2066388
EU,SVN,2016,2065042
EU,SVN,2015,2063531
EU,SWE,2018,10175214
EU,SWE,2017,10057698
EU,SWE,2016,9923085
EU,SWE,2015,9799186
AF,SYC,2021,99258
AF,SYC,2020,98462
AF,SYC,2019,97625
AF,SYC,2017,95843
AF,SYC,2016,94677
AF,SYC,2015,93419
AS,THA,2019,71307763
AS,THA,2018,71127802
AS,THA,2017,70898202
AS,THA,2016,70607037
AS,THA,2015,70294397
AS,TJK,2017,8925525
AS,TJK,2016,8725318
AS,TKM,2015,5766431
AS,TUR,2019,82579440
AS,TUR,2018,81407204
AS,TUR,2017,80312698
AS,TUR,2016,79277962
AS,TUR,2015,78218479
EU,UKR,2019,44386203
EU,UKR,2018,44622518
EU,UKR,2017,44831135
EU,UKR,2015,45154036
CSA,URY,2020,3429086
CSA,URY,2019,3428409
CSA,URY,2018,3427042
CSA,URY,2017,3422200
CSA,URY,2016,3413766
CSA,URY,2015,3402818
NAC,USA,2020,331511512
NAC,USA,2019,328329953
NAC,USA,2018,326838199
NAC,USA,2017,325122128
NAC,USA,2016,323071755
NAC,USA,2015,320738994
AS,UZB,2019,33580350
AS,UZB,2018,32956100
AS,UZB,2017,32388600
AS,UZB,2016,31847900
AS,UZB,2015,31298900
NAC,VCT,2021,104332
NAC,VCT,2020,104632
NAC,VCT,2019,104924
NAC,VCT,2018,105281
NAC,VCT,2017,105549
NAC,VCT,2016,105963
NAC,VCT,2015,106482
CSA,VEN,2016,30741464
CSA,VEN,2015,30529716
AF,ZAF,2018,57339635
AF,ZAF,2017,56641209
AF,ZAF,2016,56422274
AF,ZAF,2015,55876504
CSA,ARG,2021,45808747
AS,ARM,2022,2780469
NAC,ATG,2021,93219
NAC,ATG,2011,86729
NAC,ATG,2010,85695
OA,AUS,2022,26005540
OA,AUS,2018,24963258
EU,BEL,2020,11538604
EU,BEL,2019,11488980
EU,BGR,2021,6877743
NAC,BHS,2015,392697
NAC,BHS,2003,338490
NAC,CAN,2022,38929902
NAC,CAN,2021,38226498
NAC,CAN,2020,38007166
NAC,CAN,2019,37601230
NAC,CAN,2018,37065084
EU,CHE,2021,8704546
CSA,CHL,2021,19493184
CSA,COL,2021,51516562
NAC,CUB,2021,11256372
AS,CYP,2021,1244188
EU,DNK,2021,5856733
EU,EST,2022,1348840
EU,FIN,2021,5541017
EU,FRA,2020,67571107
EU,FRA,2019,67388001
EU,FRA,2018,67158348
AS,GEO,2022,3712502
CSA,GTM,2021,17109746
EU,HRV,2021,3879000
EU,HRV,2018,4087843
EU,HUN,2022,9643048
EU,IRL,2020,4985382
EU,IRL,2019,4934340
EU,IRL,2017,4807388
EU,IRL,2016,4755335
AS,IRN,2017,84505076
EU,ISL,2022,382003
EU,ISL,2021,372520
AS,ISR,2021,9371400
EU,ITA,2020,59438851
AS,JPN,2021,125681593
AS,KOR,2021,51744876
AS,LKA,2019,21803000
AS,LKA,2015,21336697
EU,LTU,2022,2831639
EU,LUX,2022,653103
CSA,MEX,2021,126705138
EU,MLT,2020,515332
EU,MLT,2019,504062
EU,MLT,2018,484630
AF,MUS,2022,1262523
CSA,NIC,2021,6850540
EU,NLD,2022,17700982
EU,NLD,2021,17533044
CSA,PAN,2021,4351267
EU,POL,2021,37747124
NAC,PRI,2021,3262693
CSA,PRY,2021,6703799
AS,SGP,2022,5637022
AS,SGP,2021,5453566
EU,SRB,2022,6664449
EU,SVK,2021,5447247
EU,SVK,2020,5458827
EU,SWE,2022,10486941
EU,SWE,2021,10415811
EU,SWE,2020,10353442
EU,SWE,2019,10278887
AS,TKM,2008,5100083
NAC,USA,2021,332031554
